FID,OBJECTID_1,id,ID_FIETS,X,Y,OBJECTID,tblalgemen,IDfietsens,MCSCode,MCSCodefie,MCSCodef_1,tblintermo,Positie,Betalend,Toegangsco,Afgesloten,Typevanafs,Eigenaarte,Infrastruc,Plaatsenfi,Plaatsen_1,Plaatsenba,Plaatsen_2,Plaatsenbr,Plaatsen_3,Plaatsenel,Plaatsen_4,Plaatsen_5,Plaatsen_6,Plaatsento,Plaatsen_7,Plaatsen_8,Camerabewa,voldoendev,X_WGS,Y_WGS
31,32,36,36,"141027,873 m","198815,180 m",0,Bornem,36,30540022006,20150047020, ,Fietsenstalling f3,F3 - Stationsplein,0,0,0, ,NMBS,Overdekt,108,0,0,0,0,0,0,0,0,0,108,108,0,0,1,"4° 59' 14,566"" E","51° 10' 9,592"" N"
227,228,243,243,"139685,978 m","201825,815 m",0,Temse,243,30540025603,0, ,Fietsenstalling f5,F5 - Stationsplein,0,0,0, ,Stad/Gemeente,Open lucht,0,16,0,0,0,0,0,0,0,0,16,16,0,0,0,"4° 59' 14,966"" E","51° 10' 8,235"" N"
271,272,1017,1017,"139678,227 m","201761,648 m",0,Temse,1017,30540025603,0, ,Fietsenstalling f6,F6 - Dr. Van de Perrestraat (naast bushalte),0,0,0, ,Stad/Gemeente,Open lucht,0,6,0,0,0,0,0,0,0,0,6,6,0,0,0,"4° 59' 14,096"" E","51° 10' 8,361"" N"
272,273,281,281,"127035,467 m","195969,072 m",0,Zele,281,30570050307,0, ,Fietsenstalling f7,F7 - Dr. Van de Perrestraat (naast frituur),0,0,0, ,Stad/Gemeente,Open lucht,0,14,0,0,0,0,0,0,0,0,14,14,0,0,0,"4° 59' 12,969"" E","51° 10' 8,536"" N"
273,274,282,282,"127085,209 m","195940,011 m",0,Zele,282,30570050307,0, ,Fietsenstalling f8,F8 - Stationsplein (kant Kwakkelberg),0,0,0, ,Stad/Gemeente,Open lucht,0,14,0,0,0,0,0,0,0,0,14,14,0,0,0,"4° 59' 12,044"" E","51° 10' 7,782"" N"
84,85,88,88,"107074,000 m","192196,343 m",0,Gentbrugge,88,30580004203,0, ,Fietsenstalling F2,F2 - Stationsplein,-1,-1,0, ,NMBS,Open lucht,64,0,0,0,10,0,0,0,0,0,74,64,10,0,1,"5° 6' 51,844"" E","51° 11' 28,316"" N"
85,86,89,89,"105930,367 m","194136,224 m",0,Gent-Dampoort,89,30580006617,0, ,Fietsenstalling f1,F1 - links van stationsgebouw,0,0,0, ,NMBS,Openlucht,62,4,0,0,0,0,0,0,0,0,66,66,0,0,1,"4° 42' 27,753"" E","51° 4' 27,817"" N"
86,87,90,90,"105954,412 m","194100,325 m",0,Gent-Dampoort,90,30580006617,0, ,Fietsenstalling f2,"F2 - links van stationsgebouw, naast A1",0,0,0, ,NMBS,Overdekt,92,0,0,0,0,0,0,0,0,0,92,92,0,0,1,"4° 42' 30,326"" E","51° 4' 26,355"" N"
87,88,91,91,"105935,278 m","194246,460 m",0,Gent-Dampoort,91,30580006617,0, ,Fietsenstalling f5,F5 - overzijde sporen naast brug,0,0,0, ,NMBS,Openlucht,0,68,0,0,0,0,0,0,0,0,68,68,0,0,1,"4° 42' 29,692"" E","51° 4' 25,437"" N"
88,89,92,92,"105946,962 m","194227,833 m",0,Gent-Dampoort,92,30580006617,0, ,Fietsenstalling f6,"F6 - overzijde sporen, bij onderdoorgang",0,0,0, ,NMBS,Openlucht,40,0,0,0,0,0,0,0,0,0,40,40,0,0,1,"4° 42' 22,974"" E","51° 4' 29,694"" N"
264,265,274,274,"104519,647 m","197913,305 m",0,Wondelgem,274,30580012111,0, ,Fietsenstalling f4,"F4 - Halfstraat, tegen de brug",0,0,0, ,Stad/Gemeente,Openlucht,0,8,0,0,0,0,0,0,0,0,8,8,0,0,1,"4° 42' 29,380"" E","51° 4' 25,025"" N"
79,80,84,84,"103303,055 m","199911,523 m",0,Evergem,84,30580014102,0, ,Fietsenstalling f3,"F3 - Boudewijnlaan, onder brug",0,0,0, ,NMBS,Openlucht,0,198,0,0,0,0,0,0,0,0,198,198,0,0,1,"4° 42' 33,143"" E","51° 4' 25,092"" N"
80,81,84,84,"103323,856 m","199896,175 m",0,Evergem,84,30580014102,0, ,Fietsenstalling f7,F7 - rechts van stationsgebouw,0,0,0, ,NMBS,Openlucht,78,72,0,0,0,0,0,0,0,0,150,150,0,0,1,"4° 42' 25,408"" E","51° 4' 29,130"" N"
225,226,242,242,"100925,797 m","202022,107 m",0,Sleidinge,242,30580017806,0, ,Fietsenstalling f4,F4 - Bluebike,1,0,0, ,NMBS, ,0,12,0,0,0,0,0,0,0,0,12,12,0,0,0,"4° 56' 11,015"" E","51° 19' 21,009"" N"
226,227,242,242,"100949,826 m","201997,104 m",0,Sleidinge,242,30580017806,0, ,Fietsenstalling f1,F1 - nieuwe overdekte fietsenstalling achter politiekantoor,0,0,0, ,NMBS,Overdekt,202,0,0,0,0,0,0,0,0,0,202,202,0,0,0,"4° 27' 18,446"" E","51° 10' 18,548"" N"
244,245,258,258,"97222,661 m","205226,746 m",0,Waarschoot,258,30580022706,0, ,Fietsenstalling f1,F1 - nieuwe overdekte fietsenstalling achter politiekantoor,0,0,0, ,NMBS,Overdekt,202,0,0,0,0,0,0,0,0,0,202,202,0,0,0,"4° 27' 17,860"" E","51° 10' 18,444"" N"
62,63,70,70,"94471,495 m","208215,409 m",0,Eeklo,70,30580026706,0, ,Fietsenstalling f1,F1 - nieuwe overdekte fietsenstalling achter politiekantoor,0,0,0, ,NMBS,Overdekt,202,0,0,0,0,0,0,0,0,0,202,202,0,0,0,"4° 27' 19,051"" E","51° 10' 18,645"" N"
63,64,70,70,"94459,814 m","208231,869 m",0,Eeklo,70,30580026706,0, , ,F3 - fietsenstalling onder luifel voor stationsgebouw,0,0,0, ,NMBS,Overdekt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"4° 27' 16,699"" E","51° 10' 18,154"" N"
64,65,70,70,"94443,355 m","208254,434 m",0,Eeklo,70,30580026706,0, ,Fietsenstalling F1,F1 - Stationplein,0,0,0, ,NMBS,Overdekt,60,0,0,0,0,0,0,0,0,0,60,60,0,0,1,"5° 19' 39,464"" E","50° 55' 52,305"" N"
65,66,71,71,"94423,179 m","208276,733 m",0,Eeklo,71,30580026706,0, ,Fietsenstalling F5,F5 - Spoorwegstraat,0,0,0, ,NMBS,Overdekt (luifel),244,0,0,0,33,0,0,0,0,0,277,244,33,0,-1,"5° 19' 31,982"" E","50° 55' 50,089"" N"
66,67,72,72,"94526,955 m","208121,753 m",0,Eeklo,72,30580026706,0, ,Fietsenstalling F6,F6 - Monseigneur Broekxplein,0,0,0, ,Stad/Gemeente,Openlucht,0,359,0,0,0,0,0,0,0,0,359,359,0,0,0,"5° 19' 31,142"" E","50° 55' 57,029"" N"
67,68,73,73,"94532,205 m","208114,471 m",0,Eeklo,73,30580026706,0, ,Fietsenstalling F4,F4 - Spoorwegstraat,0,0,0, ,NMBS,Overdekt,300,0,0,0,8,0,0,0,0,0,308,300,8,0,1,"5° 19' 28,860"" E","50° 55' 50,361"" N"
27,28,29,29,"142411,319 m","210966,136 m",0,Beveren,29,30590014412,0, ,Fietsenstalling F4,F4 - Spoorwegstraat,0,0,0, ,NMBS,Overdekt,300,0,0,0,8,0,0,0,0,0,308,300,8,0,1,"5° 19' 27,567"" E","50° 55' 50,445"" N"
28,29,30,30,"142307,004 m","210891,820 m",0,Beveren,30,30590014412,0, ,Fietsenstalling f5,F5 - Onder brug,0,0,0, ,NMBS,Andere,68,0,0,0,4,0,0,0,0,0,72,68,4,0,-1,"4° 32' 17,062"" E","50° 53' 34,037"" N"
188,189,200,200,"137202,990 m","208397,466 m",0,Nieuwkerken-Waas,200,30590020005,0, ,Fietsenstalling f6,F6 - Boogstok,0,0,0, ,NMBS,Openlucht,0,20,0,0,8,0,0,0,0,0,28,20,8,0,-1,"4° 32' 15,835"" E","50° 53' 36,296"" N"
189,190,199,199,"137110,989 m","208377,852 m",0,Nieuwkerken-Waas,199,30590020005,0, ,Fietsenstalling f1,F1 - Stationsplein,0,0,0, ,NMBS,Overdekt (luifel),0,0,0,0,14,0,0,0,0,0,14,0,14,0,1,"4° 32' 27,433"" E","50° 53' 35,632"" N"
221,222,238,238,"134271,219 m","206830,373 m",0,St-Niklaas,238,30590023514,0, ,Fietsenstalling f2,F2 - Stationsplein,0,0,0, ,NMBS,Fietsgebouw,112,0,0,0,0,0,0,0,0,0,112,112,0,0,1,"4° 32' 31,499"" E","50° 53' 35,899"" N"
222,223,239,239,"134318,501 m","206963,706 m",0,St-Niklaas,239,30590023514,0, ,Fietsenstalling f4,F4 - Engerstraat,0,0,0, ,NMBS,Overdekt,92,0,0,0,14,0,0,0,0,0,106,92,14,0,-1,"4° 32' 32,019"" E","50° 53' 37,329"" N"
223,224,240,240,"134248,651 m","206926,452 m",0,St-Niklaas,240,30590023514,0, ,Fietsenstalling f1,Infopunt,0,0,0,NVT,NMBS,Open lucht,0,415,0,0,0,0,0,0,0,0,415,415,0,0,1,"3° 42' 38,611"" E","51° 2' 11,001"" N"
224,225,241,241,"134290,561 m","206843,902 m",0,St-Niklaas,241,30590023514,0, ,Fietsenstalling f10,Kant Sint-Denijslaan/achterkant station,0,0,0,NVT,Stad/Gemeente,Overdekt (luifel),591,0,0,0,0,0,0,0,0,0,591,591,0,0,-1,"3° 42' 29,315"" E","51° 2' 7,126"" N"
25,26,27,27,"130340,106 m","204565,535 m",0,Belsele,27,30590028006,30690020711, ,Fietsenstalling f1,naast stationsgebouw,0,0,0,NVT,NMBS,Overdekt (luifel),52,0,0,0,0,0,0,0,0,0,52,52,0,0,1,"2° 59' 48,379"" E","50° 46' 19,143"" N"
26,27,28,28,"130347,979 m","204542,502 m",0,Belsele,28,30590028006,30690020710, ,Fietsenstalling f2,kant perron 2,0,0,0,NVT,Stad/Gemeente,Overdekt (luifel),56,0,0,0,0,0,0,0,0,0,56,56,0,0,1,"2° 59' 48,501"" E","50° 46' 20,404"" N"
214,215,231,231,"128975,555 m","203755,501 m",0,Sinaai,231,30590029608,0, ,Fietsenstalling f7,F7 - blue bike rekken,0,0,0, ,NMBS,Open lucht,0,8,0,0,0,0,0,0,0,0,8,8,0,0,0,"4° 33' 36,926"" E","51° 8' 10,693"" N"
215,216,232,232,"128945,414 m","203710,289 m",0,Sinaai,232,30590029608,0, ,Fietsenstalling f3,F3 - tussen Leopolplein en perron 1,0,0,0, ,NMBS,Openlucht,672,0,6,0,6,0,0,0,0,0,684,678,6,1,1,"4° 33' 36,768"" E","51° 8' 10,670"" N"
163,164,172,172,"123152,407 m","199821,423 m",0,Lokeren,172,30590036616,0, ,Fietsenstalling f2,F2 - Kievit,0,0,1,Gebouw,NMBS,Lokaal in gebouw,485,0,0,0,0,0,0,0,0,0,485,485,0,1,1,"4° 25' 11,958"" E","51° 12' 47,994"" N"
164,165,173,173,"123196,557 m","199732,619 m",0,Lokeren,173,30590036616,0, ,Fietsenstalling f1,"F1 - Verlegde Wildemansweg, glazen box",0,0,0, ,NMBS,Fietsgebouw,12,0,0,0,0,0,0,0,0,0,12,12,0,0,1,"3° 42' 43,008"" E","51° 2' 12,945"" N"
165,166,174,174,"123286,874 m","199777,526 m",0,Lokeren,174,30590036616,0, ,Fietsenstalling f6,Smidsestraat,0,0,0,NVT,Stad/Gemeente,Open lucht,0,75,0,0,0,0,0,0,0,0,75,75,0,0,1,"3° 42' 37,847"" E","51° 2' 17,927"" N"
166,167,175,175,"123280,062 m","199791,401 m",0,Lokeren,175,30590036616,0, ,Fietsenstalling f6,Smidsestraat,0,0,0,NVT,Stad/Gemeente,Open lucht,0,75,0,0,0,0,0,0,0,0,75,75,0,0,1,"3° 42' 38,381"" E","51° 2' 17,947"" N"
22,23,24,24,"115730,261 m","197545,179 m",0,Beervelde,24,30590044504,0, ,Fietsenstalling f5,Koning Boudewijnstraat,0,0,0,NVT,Stad/Gemeente,Open lucht,0,110,0,0,0,0,0,0,0,0,110,110,0,0,1,"3° 42' 29,934"" E","51° 2' 16,842"" N"
274,275,283,283,"143405,269 m","175525,525 m",0,Zellik,283,30600009001,0, ,Fietsenstalling f5,Koning Boudewijnstraat,0,0,0,NVT,Stad/Gemeente,Open lucht,0,110,0,0,0,0,0,0,0,0,110,110,0,0,1,"3° 42' 30,335"" E","51° 2' 17,021"" N"
275,276,1094,1094,"143395,609 m","175476,145 m",0,Zellik,1094,30600009001,0, ,Fietsenstalling f5,Koning Boudewijnstraat,0,0,0,NVT,Stad/Gemeente,Open lucht,0,110,0,0,0,0,0,0,0,0,110,110,0,0,1,"3° 42' 30,082"" E","51° 2' 17,502"" N"
9,10,11,11,"138703,506 m","177356,552 m",0,Asse,11,30600014009,0, ,Fietsenstalling f5,Koning Boudewijnstraat,0,0,0,NVT,Stad/Gemeente,Open lucht,0,110,0,0,0,0,0,0,0,0,110,110,0,0,1,"3° 42' 29,545"" E","51° 2' 17,489"" N"
10,11,12,12,"138695,586 m","177393,013 m",0,Asse,12,30600014009,0, ,Fietsenstalling f4,Koningin Fabiolalaan,0,0,0,NVT,NMBS,Open lucht,0,1116,0,0,0,0,0,0,0,0,1116,1116,0,0,1,"3° 42' 18,854"" E","51° 2' 17,872"" N"
11,12,13,13,"138675,954 m","177338,404 m",0,Asse,13,30600014009,0, ,Fietsenstalling f2,Maria Hendrikaplein,0,0,0,NVT,NMBS,Open lucht,0,475,0,0,0,0,0,0,0,0,475,475,0,0,-1,"3° 42' 37,028"" E","51° 2' 13,516"" N"
12,13,14,14,"138741,287 m","177322,732 m",0,Asse,14,30600014009,0, ,Fietsenstalling f2,Maria Hendrikaplein,0,0,0,NVT,NMBS,Open lucht,0,475,0,0,0,0,0,0,0,0,475,475,0,0,-1,"3° 42' 37,725"" E","51° 2' 14,163"" N"
183,184,194,194,"139312,487 m","180334,280 m",0,Mollem,194,30600018007,0, ,Fietsenstalling f2,Maria Hendrikaplein,0,0,0,NVT,NMBS,Open lucht,0,475,0,0,0,0,0,0,0,0,475,475,0,0,-1,"3° 42' 36,997"" E","51° 2' 14,933"" N"
184,185,195,195,"139159,806 m","180086,487 m",0,Mollem,195,30600018007,0, ,Fietsenstalling f2,Maria Hendrikaplein,0,0,0,NVT,NMBS,Open lucht,0,475,0,0,0,0,0,0,0,0,475,475,0,0,-1,"3° 42' 35,408"" E","51° 2' 15,171"" N"
178,179,189,189,"139834,551 m","182616,454 m",0,Merchtem,189,30600020011,0, ,Fietsenstalling f2,Maria Hendrikaplein,0,0,0,NVT,NMBS,Open lucht,0,475,0,0,0,0,0,0,0,0,475,475,0,0,-1,"3° 42' 34,143"" E","51° 2' 14,767"" N"
179,180,190,190,"139817,157 m","182644,964 m",0,Merchtem,190,30600020011,0, ,Fietsenstalling f2,Maria Hendrikaplein,0,0,0,NVT,NMBS,Open lucht,0,475,0,0,0,0,0,0,0,0,475,475,0,0,-1,"3° 42' 34,360"" E","51° 2' 13,973"" N"
277,278,1058,1058,"139852,071 m","182588,427 m",0,Merchtem,1058,30600020011,0, ,Fietsenstalling f8,Kant Sint-Denijslaan/achterkant station,0,0,0,NVT,Stad/Gemeente,Open lucht,0,2217,0,0,0,0,0,0,1,0,2218,2217,1,0,1,"3° 42' 31,856"" E","51° 2' 6,603"" N"
193,194,209,209,"137309,742 m","184906,339 m",0,Opwijk,209,30600023014,0, ,Fietsenstalling f9,Kant Sint-Denijslaan/achterkant station,1,1,1,metalen afsluiting,Stad/Gemeente,Overdekt (luifel),624,0,0,0,19,0,0,0,0,0,643,624,19,-1,1,"3° 42' 29,070"" E","51° 2' 6,197"" N"
105,106,119,119,"135068,983 m","186637,926 m",0,Heizijde,119,30600026002,0, ,Fietsenstalling f3,Ondergrondse stalling,0,0,0,NVT,NMBS,Lokaal in gebouw,4162,0,42,0,35,0,12,0,6,0,4257,4216,41,-1,1,"3° 42' 29,935"" E","51° 2' 14,028"" N"
106,107,120,120,"135092,662 m","186610,865 m",0,Heizijde,120,30600026002,0, ,Fietsenstalling f3,F3 - Bromfiestenstalling - Tiensevest,0,0,0, ,Stad/Gemeente,Open lucht,0,0,0,0,0,30,0,0,0,0,30,0,30,0,-1,"4° 42' 51,056"" E","50° 52' 49,048"" N"
149,150,158,158,"133560,641 m","188318,414 m",0,Lebbeke,158,30600028008,0, ,Fietsenstalling f5,F5 - Op perron 13,0,0,0, ,NMBS,Open lucht,0,443,0,0,0,0,0,0,0,0,443,443,0,0,-1,"4° 42' 54,864"" E","50° 52' 58,807"" N"
150,151,158,158,"133567,642 m","188309,986 m",0,Lebbeke,158,30600028008,0, ,Fietsenstalling f5,F5 - Op perron 13,0,0,0, ,NMBS,Open lucht,0,443,0,0,0,0,0,0,0,0,443,443,0,0,-1,"4° 42' 52,775"" E","50° 53' 3,408"" N"
151,152,159,159,"133510,983 m","188383,760 m",0,Lebbeke,159,30600028008,0, ,Fietsenstalling f6,F6 - Fietsenstalling Ijzerenwegstraat Kessel-Lo,0,0,0, ,NMBS,Open lucht,0,206,0,0,0,0,0,0,0,0,206,206,0,0,1,"4° 42' 53,101"" E","50° 53' 3,474"" N"
218,219,235,235,"132415,497 m","190194,387 m",0,St-Gillis,235,30600030101,0, ,Fietsenstalling f7,F7 - Bromfietsenstalling Ijzerenwegstraat Kessel-Lo,0,0,0, ,Stad/Gemeente,Open lucht,0,0,0,0,0,60,0,0,0,0,60,0,60,0,0,"4° 42' 54,018"" E","50° 53' 2,927"" N"
266,267,276,276,"65683,633 m","202559,375 m",0,Zedelgem,276,30660009513,0, ,Fietsenstalling f4,F4 - Fietsenstalling Tiensevest,0,0,0, ,Derde,Open lucht,0,94,0,0,0,0,0,0,0,0,94,94,0,0,-1,"4° 42' 50,363"" E","50° 52' 53,910"" N"
235,236,250,250,"61455,485 m","195742,653 m",0,Torhout,250,30660023605,20360030060, ,Fietsenstalling f1,F1 - Roger Van Overstraetenplein onder kantorencomplex KBC (onbewaakt),0,0,0, ,Derde,Lokaal in gebouw,4015,0,35,0,0,0,0,0,0,0,4050,4050,0,1,1,"4° 42' 50,624"" E","50° 52' 51,717"" N"
236,237,251,251,"61484,225 m","195664,052 m",0,Torhout,251,30660023605,20360030060, ,Fietsenstalling f1,F1 - Roger Van Overstraetenplein onder kantorencomplex KBC (onbewaakt),0,0,0, ,Derde,Lokaal in gebouw,4015,0,35,0,0,0,0,0,0,0,4050,4050,0,1,1,"4° 42' 50,953"" E","50° 52' 51,752"" N"
154,155,162,162,"62959,795 m","191232,969 m",0,Lichtervelde,162,30660028427,20360030067, ,Fietsenstalling f8,F8 - Kop van Kessel-Lo (onbewaakt),0,0,0, ,NMBS,Lokaal in gebouw,1656,0,30,0,0,0,0,0,0,0,1686,1686,0,1,1,"4° 42' 51,921"" E","50° 52' 51,247"" N"
155,156,164,164,"62870,183 m","191319,767 m",0,Lichtervelde,164,30660028427,20360030073, ,Fietsenstalling f2,F2 - Parking De Bond,1,1,0, ,NMBS,Lokaal in gebouw,550,0,10,0,0,0,0,0,0,0,560,560,0,-1,-1,"4° 42' 49,022"" E","50° 52' 54,826"" N"
156,157,163,163,"62890,963 m","191230,804 m",0,Lichtervelde,163,30660028427,0, ,Fietsenstalling F3,F3 - Tramstraat,0,0,0, ,NMBS,Overdekt,234,0,0,0,0,0,6,0,0,0,240,240,0,1,1,"5° 19' 31,898"" E","50° 55' 53,902"" N"
117,118,133,133,"68817,802 m","179592,154 m",0,Izegem,133,30660044014,20360030067, ,Fietsenstalling f8,F8 - Kop van Kessel-Lo (onbewaakt),0,0,0, ,NMBS,Lokaal in gebouw,1656,0,30,0,0,0,0,0,0,0,1686,1686,0,1,1,"4° 42' 51,688"" E","50° 52' 51,208"" N"
118,119,134,134,"68796,465 m","179619,794 m",0,Izegem,134,30660044014,0, ,Fietsenstalling f2,Groen Brugge,0,0,0, ,NMBS,Lokaal in gebouw,2594,0,0,0,80,0,0,0,0,0,2674,2594,80,-1,1,"3° 13' 4,325"" E","51° 11' 51,635"" N"
119,120,136,136,"68880,114 m","179588,275 m",0,Izegem,136,30660044014,0, ,Fietsenstalling f2,Groen Brugge,0,0,0, ,NMBS,Lokaal in gebouw,2594,0,0,0,80,0,0,0,0,0,2674,2594,80,-1,1,"3° 13' 3,660"" E","51° 11' 51,459"" N"
120,121,137,137,"68889,569 m","179616,158 m",0,Izegem,137,30660044014,0, ,Fietsenstalling f2,Groen Brugge,0,0,0, ,NMBS,Lokaal in gebouw,2594,0,0,0,80,0,0,0,0,0,2674,2594,80,-1,1,"3° 13' 3,378"" E","51° 11' 51,349"" N"
121,122,135,135,"68875,992 m","179576,394 m",0,Izegem,135,30660044014,0, ,Fietsenstalling f2,Groen Brugge,0,0,0, ,NMBS,Lokaal in gebouw,2594,0,0,0,80,0,0,0,0,0,2674,2594,80,-1,1,"3° 13' 2,841"" E","51° 11' 51,173"" N"
116,117,132,132,"71716,920 m","178778,901 m",0,Ingelmunster,132,30660047114,0, ,Fietsenstalling f2,Groen Brugge,0,0,0, ,NMBS,Lokaal in gebouw,2594,0,0,0,80,0,0,0,0,0,2674,2594,80,-1,1,"3° 13' 2,699"" E","51° 11' 51,127"" N"
29,30,31,31,"69373,202 m","168992,776 m",0,Bissegem,31,30690003209,0, ,Fietsenstalling f2,Groen Brugge,0,0,0, ,NMBS,Lokaal in gebouw,2594,0,0,0,80,0,0,0,0,0,2674,2594,80,-1,1,"3° 13' 2,760"" E","51° 11' 49,839"" N"
278,279,1048,1048,"69470,423 m","169041,976 m",0,Bissegem,1048,30690003209,0, ,Fietsenstalling f2,Groen Brugge,0,0,0, ,NMBS,Lokaal in gebouw,2594,0,0,0,80,0,0,0,0,0,2674,2594,80,-1,1,"3° 13' 2,877"" E","51° 11' 49,706"" N"
255,256,268,268,"66396,194 m","167386,568 m",0,Wevelgem,268,30690006715,0, ,Fietsenstalling f2,Groen Brugge,0,0,0, ,NMBS,Lokaal in gebouw,2594,0,0,0,80,0,0,0,0,0,2674,2594,80,-1,1,"3° 13' 3,052"" E","51° 11' 49,520"" N"
256,257,268,268,"66402,057 m","167390,592 m",0,Wevelgem,268,30690006715,0, ,Fietsenstalling f2,Groen Brugge,0,0,0, ,NMBS,Lokaal in gebouw,2594,0,0,0,80,0,0,0,0,0,2674,2594,80,-1,1,"3° 13' 3,140"" E","51° 11' 49,422"" N"
257,258,269,269,"66364,232 m","167391,397 m",0,Wevelgem,269,30690006715,30503114937,"sono : lus A:5 , lus B:4",Fietsenstalling f1,Ondergrondse fietsparking,0,0,-1, ,Stad/Gemeente,Fietsgebouw,1810,0,15,0,40,40,0,0,0,0,1905,1825,80,-1,1,"2° 55' 26,568"" E","51° 13' 46,077"" N"
175,176,187,187,"61572,806 m","166212,191 m",0,Menen,187,30690011916,0, ,Emplacement v‚los f1,Entre BV et Parking P1,0,0,0, ,SNCB,Abri couvert,68,0,0,0,4,0,0,0,0,0,72,68,4,0,0,"3° 13' 31,836"" E","50° 44' 24,825"" N"
176,177,188,188,"61520,081 m","166208,080 m",0,Menen,188,30690011916,0, ,Emplacement v‚los f3,Box SNCB,1,-1,0, ,SNCB,Places couvertes,24,0,0,0,0,0,0,0,0,0,24,24,0,-1,-1,"3° 13' 32,303"" E","50° 44' 24,709"" N"
177,178,188,188,"61534,480 m","166230,159 m",0,Menen,188,30690011916,0, ,Emplacement v‚los f2,Rƒteliers sur parking,0,0,0, ,Ville/Commune,Abri couvert,6,0,0,0,0,0,0,0,0,0,6,6,0,0,0,"3° 14' 40,579"" E","50° 42' 51,855"" N"
251,252,263,263,"56740,230 m","164320,333 m",0,Wervik,263,30690017115,0, ,Emplacement v‚los f1,Rƒteliers c“t‚ PN,0,0,0, ,SNCB,· l'air libre,0,10,0,0,0,0,0,0,0,0,10,10,0,-1,0,"3° 14' 41,961"" E","50° 42' 51,117"" N"
252,253,263,263,"56732,672 m","164295,201 m",0,Wervik,263,30690017115,0, ,Emplacement v‚los f1,Entr‚e du parking quai 1,0,0,0, ,SNCB,Places couvertes,20,0,0,0,10,0,0,0,0,0,30,20,10,0,-1,"3° 49' 1,342"" E","50° 26' 35,108"" N"
253,254,264,264,"56704,894 m","164298,602 m",0,Wervik,264,30690017115,0, ,Emplacement v‚los f1,Quai 1,0,0,0, ,SNCB,Parking ext‚rieur,0,6,0,0,0,0,0,0,0,0,6,6,0,-1,0,"3° 43' 19,781"" E","50° 27' 55,834"" N"
529,530,140,140,"53314,492 m","163219,804 m",0,Comines/Komen,140,30690020712,0, ,Emplacement v‚los f1,Quai 1,0,0,0, ,SNCB,Parking ext‚rieur,0,6,0,0,0,0,0,0,0,0,6,6,0,0,0,"3° 41' 50,336"" E","50° 28' 58,922"" N"
530,531,141,141,"53317,607 m","163258,732 m",0,Comines/Komen,141,30690020712,0, ,Emplacement v‚los f1,Abri … c“t‚ du BV,0,0,0, ,SNCB,Places couvertes,40,0,0,0,0,0,0,0,0,0,40,40,0,0,-1,"3° 39' 53,176"" E","50° 30' 22,075"" N"
114,115,129,129,"44897,591 m","171956,900 m",0,Ieper,129,30690033528,0, ,Emplacement v‚los f1,Quai 1,0,0,0, ,SNCB,Parking ext‚rieur,0,20,0,0,0,0,0,0,0,0,20,20,0,0,0,"3° 35' 23,939"" E","50° 30' 50,680"" N"
115,116,130,130,"44957,034 m","171848,337 m",0,Ieper,130,30690033528,0, ,Emplacement v‚los f1,Au pied du pont,0,0,0, ,SNCB,Parking ext‚rieur,0,6,0,0,0,0,0,0,0,0,6,6,0,0,0,"3° 31' 7,133"" E","50° 31' 53,563"" N"
279,280,131,131,"44876,181 m","171901,425 m",0,Ieper,131,30690033528,0, ,Emplacement v‚los f1,Quai 2,0,0,0, ,SNCB,Parking ext‚rieur,0,6,0,0,0,0,0,0,0,0,6,6,0,0,0,"3° 29' 41,885"" E","50° 32' 52,879"" N"
280,281,1092,1092,"44913,414 m","171932,767 m",0,Ieper,1092,30690033528,0, ,Emplacement v‚los f1,A c“t‚ du BV quai 1,0,0,0, ,SNCB,Places couvertes,12,0,0,0,0,0,0,0,0,0,12,12,0,0,0,"3° 27' 0,715"" E","50° 34' 11,900"" N"
198,199,214,214,"35003,618 m","172835,053 m",0,Poperinge,214,30690043611,0, ,Emplacement v‚los f1,Quai 2,0,0,0, ,Ville/Commune,· l'air libre,0,10,0,0,0,0,0,0,0,0,10,10,0,0,0,"3° 50' 45,974"" E","50° 44' 1,782"" N"
6,7,7,7,"83183,984 m","186479,427 m",0,Aarsele,7,30730023407,0, ,Emplacement v‚los f1,A c“t‚ du Block de signalisation,0,0,1,cl“ture,SNCB,Places couvertes,20,0,0,0,2,0,0,0,0,0,22,20,2,0,0,"3° 50' 7,452"" E","50° 42' 49,134"" N"
232,233,247,247,"77076,715 m","187227,773 m",0,Tielt,247,30730029712,0, ,Emplacement v‚los f1,Quai 1,0,0,0, ,SNCB,Abri couvert,10,0,0,0,0,0,0,0,0,0,10,10,0,0,0,"3° 49' 20,117"" E","50° 41' 13,141"" N"
233,234,248,248,"76978,661 m","187177,581 m",0,Tielt,248,30730029712,0, ,Emplacement v‚los f1,Quai 1,0,0,0, ,SNCB,Places couvertes,10,0,0,0,0,0,0,0,0,0,10,10,0,0,0,"3° 47' 30,880"" E","50° 39' 41,401"" N"
281,282,841,841,"77139,660 m","187229,044 m",0,Tielt,841,30730029712,0, ,Emplacement v‚los f1,Place de stationnement quai 1,0,0,0, ,SNCB,Parking ext‚rieur,0,10,0,0,0,0,0,0,0,0,10,10,0,0,0,"3° 54' 7,412"" E","50° 33' 33,545"" N"
